open,close,high,low,volume,adjclose,date,norm_price,AMZN_norm_price
93.75,95.34300231933594,95.69450378417967,93.0,318002000,95.34300231933594,1577854800,100.0,100.0
94.9020004272461,93.47200012207033,95.89099884033205,92.92749786376952,315014000,93.47200012207033,1578459600,98.0376093140019,98.0376093140019
93.6125030517578,94.5999984741211,94.7135009765625,92.75450134277344,265224000,94.5999984741211,1579064400,99.22070437563286,99.22070437563286
94.80449676513672,92.6624984741211,95.125,90.76699829101562,316072000,92.6624984741211,1579669200,97.18856782353367,97.18856782353367
93.1999969482422,102.4834976196289,102.98999786376952,92.53050231933594,703274000,102.4834976196289,1580274000,107.48927045151886,107.48927045151886
103.5510025024414,107.54000091552734,109.29750061035156,101.23999786376952,469134000,107.54000091552734,1580878800,112.79275699263124,112.79275699263123
108.16000366210938,107.78350067138672,109.0124969482422,106.20549774169922,238358000,107.78350067138672,1581483600,113.0481504142101,113.0481504142101
108.38999938964844,98.63700103759766,109.25499725341795,97.9209976196289,462098000,98.63700103759766,1582088400,103.45489300539226,103.45489300539226
98.51399993896484,95.44950103759766,100.7334976196289,90.55650329589844,742916000,95.44950103759766,1582693200,100.11170061322908,100.11170061322909
97.32849884033205,94.59100341796876,98.9000015258789,88.06449890136719,594824000,94.59100341796876,1583298000,99.2112699589127,99.2112699589127
92.89250183105467,90.39199829101562,93.56600189208984,81.30149841308594,912302000,90.39199829101562,1583899200,94.80716580359224,94.80716580359224
87.5,97.00499725341795,97.8499984741211,87.25,896372000,97.00499725341795,1584504000,101.743174531588,101.743174531588
96.03450012207033,97.48600006103516,99.6510009765625,94.28900146484376,586760000,97.48600006103516,1585108800,102.24767176359896,102.24767176359896
96.64849853515624,100.58000183105467,101.78600311279295,94.4574966430664,459100000,100.58000183105467,1585713600,105.49279903540088,105.49279903540089
101.0500030517578,114.16600036621094,114.5999984741211,100.55750274658205,468554000,114.16600036621094,1586318400,119.74240121349484,119.74240121349484
112.88400268554688,116.40599822998048,123.0500030517578,112.25,801644000,116.40599822998048,1586923200,122.0918110383156,122.0918110383156
118.4499969482422,115.7040023803711,122.24400329589844,115.3000030517578,480374000,115.7040023803711,1587528000,121.35552643165072,121.35552643165073
116.50050354003906,115.88999938964844,123.75,112.81900024414062,640144000,115.88999938964844,1588132800,121.55060840384871,121.55060840384873
116.47200012207033,117.84750366210938,120.9834976196289,116.0,321098000,117.84750366210938,1588737600,123.60372633053684,123.60372633053683
118.33999633789062,122.46649932861328,124.25,116.88999938964844,426874000,122.46649932861328,1589342400,128.448335325577,128.448335325577
123.89350128173828,121.09300231933594,126.27249908447266,120.7030029296875,310956000,121.09300231933594,1589947200,127.0077503053182,127.00775030531821
