low,volume,open,high,close,adjclose,date,norm_price,MCD_norm_price
135.82000732421875,41980800,139.7899932861328,141.10000610351562,135.8800048828125,120.40377044677734,1577854800,100.0,100.0
135.60000610351562,66616400,135.6999969482422,140.75999450683594,138.8000030517578,123.78079223632812,1578459600,102.8047475398983,102.8047475398983
136.14999389648438,50249100,137.85000610351562,138.60000610351562,136.83999633789062,122.03289794921876,1579064400,101.3530535600308,101.35305356003079
129.7100067138672,57984500,137.24000549316406,137.39999389648438,134.42999267578125,119.88365173339844,1579669200,99.5680212409886,99.56802124098861
131.47000122070312,50338300,134.80999755859375,136.60000610351562,135.2899932861328,120.65059661865234,1580274000,100.2049987064019,100.2049987064019
136.00999450683594,38062100,136.57000732421875,138.82000732421875,138.0,123.06735229492188,1580878800,102.21220800499924,102.21220800499925
135.0500030517578,31029500,138.60000610351562,139.2899932861328,135.63999938964844,120.9627456665039,1581483600,100.4642505941902,100.46425059419019
125.58999633789062,58682400,136.91000366210938,138.38999938964844,126.26000213623048,112.59772491455078,1582088400,93.51677650686436,93.51677650686437
112.66000366210938,153665600,126.93000030517578,128.9499969482422,116.95999908447266,104.3040542602539,1582693200,86.62856144223484,86.62856144223484
93.0,160435600,118.33000183105467,120.19000244140624,100.6999969482422,89.8034896850586,1583298000,74.58528030461875,74.58528030461875
84.55000305175781,200225000,97.6999969482422,103.98999786376952,93.76000213623048,83.61445617675781,1583899200,69.44504799683023,69.44504799683023
76.91000366210938,170751300,87.66999816894531,90.79000091552734,88.43000030517578,78.8612060546875,1584504000,65.49728946366085,65.49728946366085
84.54000091552734,143015700,89.23999786376953,98.56999969482422,90.02999877929688,80.28807830810547,1585108800,66.68236219695096,66.68236219695096
82.7699966430664,122631600,85.0999984741211,94.5,90.63999938964844,80.83207702636719,1585713600,67.13417422596228,67.13417422596228
90.5500030517578,138022400,92.0999984741211,104.38999938964844,95.5,86.05118560791016,1586318400,71.46884627333807,71.46884627333807
87.05000305175781,139474500,91.1500015258789,95.6999969482422,89.05000305175781,80.23934936523438,1586923200,66.64189092043671,66.64189092043671
88.48999786376953,92219500,90.69000244140624,98.36000061035156,95.29000091552734,85.86195373535156,1587528000,71.31168186573154,71.31168186573154
90.8000030517578,91927900,99.08000183105467,99.4499969482422,92.0,82.8974609375,1588132800,68.84955564920914,68.84955564920914
86.9000015258789,118108200,92.16000366210938,94.08000183105467,87.02999877929688,78.41921997070312,1588737600,65.13020288294638,65.13020288294638
82.4000015258789,146804800,86.37999725341797,91.1999969482422,88.66999816894531,79.89693450927734,1589342400,66.3575021054632,66.3575021054632
